date,pm25
2017/1/14,25.0
2017/1/15,41.0
2017/1/16,60.0
2017/1/17,67.0
2017/1/18,85.0
2017/1/19,143.0
2017/1/20,166.0
2017/1/21,169.0
2017/1/22,168.0
2017/1/23,173.0
2017/1/24,131.0
2017/1/25,101.0
2017/1/26,64.0
2017/1/27,110.0
2017/1/28,121.0
2017/1/29,145.0
2017/1/30,160.0
2017/1/31,134.0
2017/2/1,161.0
2017/2/2,152.0
2017/2/3,156.0
2017/2/4,137.0
2017/2/5,60.0
2017/2/6,112.0
2017/2/7,100.0
2017/2/8,128.0
2017/2/9,139.0
2017/2/10,127.0
2017/2/11,91.0
2017/2/12,94.0
2017/2/13,118.0
2017/2/14,153.0
2017/2/15,158.0
2017/2/16,155.0
2017/2/17,98.0
2017/2/18,57.0
2017/2/19,86.0
2017/2/20,68.0
2017/2/21,28.0
2017/2/22,21.0
2017/2/23,19.0
2017/2/24,17.0
2017/2/25,49.0
2017/2/26,69.0
2017/2/27,75.0
2017/2/28,37.0
2017/3/1,20.0
2017/3/2,17.0
2017/3/3,39.0
2017/3/4,63.0
2017/3/5,24.0
2017/3/6,26.0
2017/3/7,42.0
2017/3/8,72.0
2017/3/9,33.0
2017/3/10,21.0
2017/3/11,64.0
2017/3/12,69.0
2017/3/13,89.0
2017/3/14,75.0
2017/3/15,75.0
2017/3/16,69.0
2017/3/17,82.0
2017/3/18,29.0
2017/3/19,21.0
2017/3/20,32.0
2017/3/21,27.0
2017/3/22,36.0
2017/3/23,74.0
2017/3/24,88.0
2017/3/25,75.0
2017/3/26,44.0
2017/3/27,50.0
2017/3/28,57.0
2017/3/29,53.0
2017/3/30,48.0
2017/3/31,60.0
2016/10/1,56.0
2016/10/2,26.0
2016/10/3,21.0
2016/10/4,22.0
2016/10/5,16.0
2016/10/6,13.0
2016/10/7,31.0
2016/10/8,40.0
2016/10/9,40.0
2016/10/10,59.0
2016/10/11,57.0
2016/10/12,50.0
2016/10/13,47.0
2016/10/14,79.0
2016/10/15,89.0
2016/10/16,89.0
2016/10/17,76.0
2016/10/18,78.0
2016/10/19,40.0
2016/10/20,31.0
2016/10/21,36.0
2016/10/22,64.0
2016/10/23,73.0
2016/10/24,84.0
2016/10/25,70.0
2016/10/26,70.0
2016/10/27,80.0
2016/10/28,63.0
2016/10/29,41.0
2016/10/30,37.0
2016/10/31,80.0
2016/11/1,72.0
2016/11/2,36.0
2016/11/3,38.0
2016/11/4,86.0
2016/11/5,100.0
2016/11/6,69.0
2016/11/7,59.0
2016/11/8,74.0
2016/11/9,77.0
2016/11/10,51.0
2016/11/11,79.0
2016/11/12,73.0
2016/11/13,73.0
2016/11/14,88.0
2016/11/15,103.0
2016/11/16,30.0
2016/11/17,28.0
2016/11/18,13.0
2016/11/19,26.0
2016/11/20,46.0
2016/11/21,53.0
2016/11/22,64.0
2016/11/23,66.0
2016/11/24,65.0
2016/11/25,76.0
2016/11/26,90.0
2016/11/27,49.0
2016/11/28,25.0
2016/11/29,83.0
2016/11/30,88.0
2016/12/1,68.0
2016/12/2,42.0
2016/12/3,103.0
2016/12/4,86.0
2016/12/5,103.0
2016/12/6,81.0
2016/12/7,96.0
2016/12/8,93.0
2016/12/9,65.0
2016/12/10,66.0
2016/12/11,49.0
2016/12/12,28.0
2016/12/13,67.0
2016/12/14,67.0
2016/12/15,71.0
2016/12/16,69.0
2016/12/17,82.0
2016/12/18,72.0
2016/12/19,73.0
2016/12/20,59.0
2016/12/21,74.0
2016/12/22,80.0
2016/12/23,66.0
2016/12/24,38.0
2016/12/25,12.0
2016/12/26,9.0
2016/12/27,15.0
2016/12/28,17.0
2016/12/29,58.0
2016/12/30,86.0
2016/12/31,106.0
2017/1/1,121.0
2016/7/1,42.0
2016/7/2,52.0
2016/7/3,25.0
2016/7/4,23.0
2016/7/5,38.0
2016/7/6,23.0
2016/7/7,26.0
2016/7/8,45.0
2016/7/9,41.0
2016/7/10,45.0
2016/7/11,54.0
2016/7/12,51.0
2016/7/13,52.0
2016/7/14,31.0
2016/7/15,24.0
2016/7/16,36.0
2016/7/17,50.0
2016/7/18,39.0
2016/7/19,41.0
2016/7/20,33.0
2016/7/21,97.0
2016/7/22,147.0
2016/7/23,55.0
2016/7/24,62.0
2016/7/25,71.0
2016/7/26,75.0
2016/7/27,81.0
2016/7/28,52.0
2016/7/29,48.0
2016/7/30,37.0
2016/7/31,52.0
2016/8/1,34.0
2016/8/2,44.0
2016/8/3,27.0
2016/8/4,46.0
2016/8/5,35.0
2016/8/6,43.0
2016/8/7,48.0
2016/8/8,47.0
2016/8/9,59.0
2016/8/10,43.0
2016/8/11,30.0
2016/8/12,24.0
2016/8/13,38.0
2016/8/14,47.0
2016/8/15,47.0
2016/8/16,37.0
2016/8/17,37.0
2016/8/18,51.0
2016/8/19,52.0
2016/8/20,57.0
2016/8/21,27.0
2016/8/22,19.0
2016/8/23,31.0
2016/8/24,42.0
2016/8/25,47.0
2016/8/26,47.0
2016/8/27,53.0
2016/8/28,66.0
2016/8/29,63.0
2016/8/30,36.0
2016/8/31,22.0
2016/9/1,42.0
2016/9/2,59.0
2016/9/3,56.0
2016/9/4,49.0
2016/9/5,20.0
2016/9/6,33.0
2016/9/7,56.0
2016/9/8,78.0
2016/9/9,72.0
2016/9/10,72.0
2016/9/11,75.0
2016/9/12,74.0
2016/9/13,76.0
2016/9/14,86.0
2016/9/15,62.0
2016/9/16,80.0
2016/9/17,57.0
2016/9/18,45.0
2016/9/19,66.0
2016/9/20,74.0
2016/9/21,64.0
2016/9/22,73.0
2016/9/23,70.0
2016/9/24,71.0
2016/9/25,74.0
2016/9/26,82.0
2016/9/27,91.0
2016/9/28,82.0
2016/9/29,37.0
2016/9/30,48.0
2016/4/1,53.0
2016/4/2,69.0
2016/4/3,71.0
2016/4/4,88.0
2016/4/5,94.0
2016/4/6,37.0
2016/4/7,46.0
2016/4/8,39.0
2016/4/9,80.0
2016/4/10,76.0
2016/4/11,75.0
2016/4/12,99.0
2016/4/13,81.0
2016/4/14,66.0
2016/4/15,76.0
2016/4/16,36.0
2016/4/17,23.0
2016/4/18,63.0
2016/4/19,67.0
2016/4/20,47.0
2016/4/21,63.0
2016/4/22,72.0
2016/4/23,50.0
2016/4/24,37.0
2016/4/25,40.0
2016/4/26,32.0
2016/4/27,40.0
2016/4/28,42.0
2016/4/29,53.0
2016/4/30,47.0
2016/5/1,91.0
2016/5/2,72.0
2016/5/3,68.0
2016/5/4,27.0
2016/5/5,53.0
2016/5/6,57.0
2016/5/7,49.0
2016/5/8,45.0
2016/5/9,42.0
2016/5/10,49.0
2016/5/11,63.0
2016/5/12,65.0
2016/5/13,61.0
2016/5/14,47.0
2016/5/15,24.0
2016/5/16,36.0
2016/5/17,49.0
2016/5/18,52.0
2016/5/19,60.0
2016/5/20,37.0
2016/5/21,39.0
2016/5/22,41.0
2016/5/23,62.0
2016/5/24,44.0
2016/5/25,36.0
2016/5/26,53.0
2016/5/27,76.0
2016/5/28,70.0
2016/5/29,71.0
2016/5/30,28.0
2016/5/31,24.0
2016/6/1,37.0
2016/6/2,45.0
2016/6/3,41.0
2016/6/4,48.0
2016/6/5,63.0
2016/6/6,75.0
2016/6/7,30.0
2016/6/8,42.0
2016/6/9,63.0
2016/6/10,56.0
2016/6/11,43.0
2016/6/12,43.0
2016/6/13,30.0
2016/6/14,23.0
2016/6/15,19.0
2016/6/16,16.0
2016/6/17,17.0
2016/6/18,17.0
2016/6/19,32.0
2016/6/20,42.0
2016/6/21,36.0
2016/6/22,37.0
2016/6/23,39.0
2016/6/24,58.0
2016/6/25,76.0
2016/6/26,29.0
2016/6/27,38.0
2016/6/28,37.0
2016/6/29,33.0
2016/6/30,47.0
2016/1/4,135.0
2016/1/5,159.0
2016/1/6,166.0
2016/1/7,153.0
2016/1/8,42.0
2016/1/9,104.0
2016/1/10,128.0
2016/1/11,57.0
2016/1/12,17.0
2016/1/13,16.0
2016/1/14,49.0
2016/1/15,57.0
2016/1/16,72.0
2016/1/17,60.0
2016/1/18,86.0
2016/1/19,151.0
2016/1/27,41.0
2016/1/28,36.0
2016/1/29,58.0
2016/1/30,24.0
2016/1/31,14.0
2016/2/1,10.0
2016/2/2,10.0
2016/2/3,16.0
2016/2/4,34.0
2016/2/5,42.0
2016/2/6,70.0
2016/2/7,91.0
2016/2/8,26.0
2016/2/9,18.0
2016/2/10,14.0
2016/2/11,28.0
2016/2/12,65.0
2016/2/13,94.0
2016/2/14,32.0
2016/2/15,51.0
2016/2/16,57.0
2016/2/17,96.0
2016/2/18,83.0
2016/2/19,111.0
2016/2/20,53.0
2016/2/21,9.0
2016/2/22,34.0
2016/2/23,36.0
2016/2/24,58.0
2016/2/25,82.0
2016/2/26,84.0
2016/2/27,94.0
2016/2/28,138.0
2016/2/29,96.0
2016/3/1,79.0
2016/3/2,71.0
2016/3/3,51.0
2016/3/4,84.0
2016/3/5,101.0
2016/3/6,69.0
2016/3/7,62.0
2016/3/8,102.0
2016/3/9,105.0
2016/3/10,118.0
2016/3/11,106.0
2016/3/12,79.0
2016/3/13,83.0
2016/3/14,102.0
2016/3/15,86.0
2016/3/16,89.0
2016/3/17,117.0
2016/3/18,114.0
2016/3/19,103.0
2016/3/20,73.0
2016/3/21,47.0
2016/3/22,56.0
2016/3/23,75.0
2016/3/24,65.0
2016/3/25,86.0
2016/3/26,57.0
2016/3/27,78.0
2016/3/28,39.0
2016/3/29,13.0
2016/3/30,38.0
2016/3/31,64.0
2015/10/1,49.0
2015/10/2,55.0
2015/10/3,68.0
2015/10/4,102.0
2015/10/5,58.0
2015/10/6,76.0
2015/10/7,81.0
2015/10/8,39.0
2015/10/9,53.0
2015/10/10,117.0
2015/10/11,71.0
2015/10/12,72.0
2015/10/13,100.0
2015/10/14,76.0
2015/10/15,53.0
2015/10/16,45.0
2015/10/17,37.0
2015/10/18,83.0
2015/10/19,77.0
2015/10/20,73.0
2015/10/21,54.0
2015/10/22,71.0
2015/10/23,42.0
2015/10/24,81.0
2015/10/25,87.0
2015/10/26,84.0
2015/10/27,85.0
2015/10/28,87.0
2015/10/29,79.0
2015/10/30,85.0
2015/10/31,72.0
2015/11/1,86.0
2015/11/2,114.0
2015/11/3,131.0
2015/11/4,119.0
2015/11/5,131.0
2015/11/6,102.0
2015/11/7,55.0
2015/11/8,55.0
2015/11/9,53.0
2015/11/10,22.0
2015/11/11,38.0
2015/11/12,56.0
2015/11/13,68.0
2015/11/14,17.0
2015/11/15,22.0
2015/11/16,30.0
2015/11/17,34.0
2015/11/18,15.0
2015/11/19,13.0
2015/11/20,14.0
2015/11/21,37.0
2015/11/22,50.0
2015/11/23,32.0
2015/11/24,69.0
2015/11/25,67.0
2015/11/26,50.0
2015/11/27,65.0
2015/11/28,62.0
2015/11/29,19.0
2015/11/30,10.0
2015/12/1,24.0
2015/12/2,37.0
2015/12/3,61.0
2015/12/4,73.0
2015/12/5,67.0
2015/12/6,69.0
2015/12/7,77.0
2015/12/8,67.0
2015/12/9,51.0
2015/12/10,61.0
2015/12/11,55.0
2015/12/12,31.0
2015/12/13,38.0
2015/12/14,67.0
2015/12/15,81.0
2015/12/16,85.0
2015/12/17,48.0
2015/12/18,57.0
2015/12/19,76.0
2015/12/20,65.0
2015/12/21,51.0
2015/12/22,26.0
2015/12/23,48.0
2015/12/24,75.0
2015/12/25,55.0
2015/12/26,41.0
2015/12/27,64.0
2015/12/28,82.0
2015/12/29,78.0
2015/12/30,57.0
2016/1/3,145.0
2015/7/1,62.0
2015/7/2,57.0
2015/7/3,52.0
2015/7/4,68.0
2015/7/5,73.0
2015/7/6,49.0
2015/7/7,52.0
2015/7/8,40.0
2015/7/9,18.0
2015/7/10,19.0
2015/7/11,23.0
2015/7/12,41.0
2015/7/13,38.0
2015/7/14,33.0
2015/7/15,27.0
2015/7/16,41.0
2015/7/17,49.0
2015/7/18,44.0
2015/7/19,44.0
2015/7/20,27.0
2015/7/21,40.0
2015/7/22,33.0
2015/7/23,50.0
2015/7/24,56.0
2015/7/25,36.0
2015/7/26,15.0
2015/7/27,26.0
2015/7/28,17.0
2015/7/29,20.0
2015/7/30,24.0
2015/7/31,30.0
2015/8/1,33.0
2015/8/2,47.0
2015/8/3,49.0
2015/8/4,50.0
2015/8/5,27.0
2015/8/6,46.0
2015/8/7,52.0
2015/8/8,60.0
2015/8/9,59.0
2015/8/10,62.0
2015/8/11,59.0
2015/8/12,65.0
2015/8/13,63.0
2015/8/14,65.0
2015/8/15,47.0
2015/8/16,56.0
2015/8/17,17.0
2015/8/18,31.0
2015/8/19,40.0
2015/8/20,57.0
2015/8/21,57.0
2015/8/22,66.0
2015/8/23,67.0
2015/8/24,62.0
2015/8/25,19.0
2015/8/26,24.0
2015/8/27,25.0
2015/8/28,34.0
2015/8/29,33.0
2015/8/30,41.0
2015/8/31,59.0
2015/9/1,57.0
2015/9/2,28.0
2015/9/3,41.0
2015/9/4,33.0
2015/9/5,27.0
2015/9/6,14.0
2015/9/7,14.0
2015/9/8,22.0
2015/9/9,36.0
2015/9/10,43.0
2015/9/11,59.0
2015/9/12,57.0
2015/9/13,61.0
2015/9/14,53.0
2015/9/15,14.0
2015/9/16,24.0
2015/9/17,35.0
2015/9/18,20.0
2015/9/19,32.0
2015/9/20,27.0
2015/9/21,41.0
2015/9/22,52.0
2015/9/23,31.0
2015/9/24,43.0
2015/9/25,46.0
2015/9/26,39.0
2015/9/27,28.0
2015/9/28,19.0
2015/9/29,24.0
2015/9/30,38.0
2015/4/3,31.0
2015/4/4,69.0
2015/4/5,40.0
2015/4/6,59.0
2015/4/7,62.0
2015/4/8,79.0
2015/4/9,72.0
2015/4/10,88.0
2015/4/11,82.0
2015/4/12,37.0
2015/4/13,47.0
2015/4/14,44.0
2015/4/15,40.0
2015/4/16,50.0
2015/4/17,66.0
2015/4/18,46.0
2015/4/19,72.0
2015/4/20,52.0
2015/4/21,43.0
2015/4/22,51.0
2015/4/23,74.0
2015/4/24,65.0
2015/4/25,60.0
2015/4/26,44.0
2015/4/27,46.0
2015/4/28,27.0
2015/4/29,56.0
2015/4/30,59.0
2015/5/1,34.0
2015/5/2,61.0
2015/5/3,68.0
2015/5/4,31.0
2015/5/5,48.0
2015/5/6,36.0
2015/5/7,36.0
2015/5/9,39.0
2015/5/10,35.0
2015/5/11,36.0
2015/5/12,41.0
2015/5/13,46.0
2015/5/14,50.0
2015/5/15,32.0
2015/5/16,40.0
2015/5/17,38.0
2015/5/18,44.0
2015/5/19,63.0
2015/5/20,41.0
2015/5/21,59.0
2015/5/22,56.0
2015/5/23,50.0
2015/5/24,71.0
2015/5/25,81.0
2015/5/26,45.0
2015/5/27,35.0
2015/5/28,43.0
2015/5/29,56.0
2015/5/30,35.0
2015/5/31,42.0
2015/6/1,50.0
2015/6/2,33.0
2015/6/3,37.0
2015/6/4,53.0
2015/6/5,46.0
2015/6/6,49.0
2015/6/7,66.0
2015/6/8,51.0
2015/6/9,38.0
2015/6/10,66.0
2015/6/11,62.0
2015/6/12,65.0
2015/6/13,71.0
2015/6/14,38.0
2015/6/15,59.0
2015/6/16,30.0
2015/6/17,32.0
2015/6/18,45.0
2015/6/19,45.0
2015/6/20,30.0
2015/6/21,36.0
2015/6/22,37.0
2015/6/23,19.0
2015/6/24,29.0
2015/6/25,42.0
2015/6/26,48.0
2015/6/27,56.0
2015/6/28,44.0
2015/6/29,41.0
2015/6/30,49.0
2015/1/1,63.0
2015/1/2,53.0
2015/1/3,53.0
2015/1/4,30.0
2015/1/5,44.0
2015/1/6,77.0
2015/1/7,98.0
2015/1/8,60.0
2015/1/9,12.0
2015/1/10,6.0
2015/1/11,19.0
2015/1/12,18.0
2015/1/13,29.0
2015/1/14,21.0
2015/1/15,48.0
2015/1/16,94.0
2015/1/17,84.0
2015/1/18,79.0
2015/1/19,67.0
2015/1/20,79.0
2015/1/21,104.0
2015/1/22,103.0
2015/1/23,62.0
2015/1/24,64.0
2015/1/25,49.0
2015/1/26,68.0
2015/1/27,35.0
2015/1/28,49.0
2015/1/29,29.0
2015/1/30,31.0
2015/1/31,55.0
2015/2/1,66.0
2015/2/2,56.0
2015/2/3,58.0
2015/2/4,93.0
2015/2/5,67.0
2015/2/6,92.0
2015/2/7,95.0
2015/2/8,35.0
2015/2/9,24.0
2015/2/10,39.0
2015/2/11,73.0
2015/2/12,83.0
2015/2/13,89.0
2015/2/14,105.0
2015/2/15,129.0
2015/2/16,113.0
2015/2/17,135.0
2015/2/18,118.0
2015/2/19,89.0
2015/2/20,106.0
2015/2/21,135.0
2015/2/22,108.0
2015/2/23,89.0
2015/2/24,60.0
2015/2/25,73.0
2015/2/26,93.0
2015/2/27,110.0
2015/2/28,103.0
2015/3/1,71.0
2015/3/2,36.0
2015/3/3,26.0
2015/3/4,30.0
2015/3/5,47.0
2015/3/6,69.0
2015/3/7,101.0
2015/3/8,101.0
2015/3/9,87.0
2015/3/10,113.0
2015/3/11,54.0
2015/3/12,69.0
2015/3/13,83.0
2015/3/14,98.0
2015/3/15,84.0
2015/3/16,98.0
2015/3/17,78.0
2015/3/18,92.0
2015/3/19,120.0
2015/3/20,136.0
2015/3/21,143.0
2015/3/22,87.0
2014/10/1,68.0
2014/10/2,80.0
2014/10/3,84.0
2014/10/4,81.0
2014/10/5,91.0
2014/10/6,90.0
2014/10/7,100.0
2014/10/8,91.0
2014/10/9,80.0
2014/10/10,73.0
2014/10/11,82.0
2014/10/12,65.0
2014/10/13,80.0
2014/10/14,56.0
2014/10/15,59.0
2014/10/16,49.0
2014/10/17,41.0
2014/10/18,57.0
2014/10/19,61.0
2014/10/20,40.0
2014/10/21,50.0
2014/10/22,19.0
2014/10/23,27.0
2014/10/24,66.0
2014/10/25,81.0
2014/10/26,79.0
2014/10/27,62.0
2014/10/28,83.0
2014/10/29,107.0
2014/10/30,109.0
2014/10/31,92.0
2014/11/1,89.0
2014/11/2,98.0
2014/11/3,70.0
2014/11/4,77.0
2014/11/5,110.0
2014/11/6,59.0
2014/11/7,71.0
2014/11/8,75.0
2014/11/9,74.0
2014/11/10,60.0
2014/11/11,79.0
2014/11/12,84.0
2014/11/13,107.0
2014/11/14,83.0
2014/11/15,78.0
2014/11/16,61.0
2014/11/17,70.0
2014/11/18,45.0
2014/11/19,37.0
2014/11/20,56.0
2014/11/21,68.0
2014/11/22,73.0
2014/11/23,87.0
2014/11/24,105.0
2014/11/25,95.0
2014/11/26,66.0
2014/11/27,87.0
2014/11/28,81.0
2014/11/29,65.0
2014/11/30,58.0
2014/12/1,77.0
2014/12/2,99.0
2014/12/3,97.0
2014/12/4,75.0
2014/12/5,70.0
2014/12/6,62.0
2014/12/7,75.0
2014/12/8,65.0
2014/12/9,93.0
2014/12/10,69.0
2014/12/11,44.0
2014/12/12,16.0
2014/12/13,31.0
2014/12/14,61.0
2014/12/15,71.0
2014/12/16,84.0
2014/12/17,46.0
2014/12/18,28.0
2014/12/19,9.0
2014/12/20,15.0
2014/12/21,32.0
2014/12/22,17.0
2014/12/23,13.0
2014/12/24,36.0
2014/12/25,22.0
2014/12/26,35.0
2014/12/27,67.0
2014/12/28,80.0
2014/7/1,20.0
2014/7/2,30.0
2014/7/3,31.0
2014/7/4,34.0
2014/7/5,28.0
2014/7/6,19.0
2014/7/7,19.0
2014/7/8,39.0
2014/7/9,9.0
2014/7/10,12.0
2014/7/11,29.0
2014/7/12,32.0
2014/7/13,36.0
2014/7/14,22.0
2014/7/15,21.0
2014/7/16,28.0
2014/7/17,45.0
2014/7/18,52.0
2014/7/19,53.0
2014/7/20,47.0
2014/7/21,53.0
2014/7/22,34.0
2014/7/23,27.0
2014/7/24,34.0
2014/7/25,39.0
2014/7/26,37.0
2014/7/27,38.0
2014/7/28,42.0
2014/7/29,42.0
2014/7/30,42.0
2014/7/31,29.0
2014/8/1,36.0
2014/8/2,34.0
2014/8/3,23.0
2014/8/4,29.0
2014/8/5,26.0
2014/8/6,26.0
2014/8/7,32.0
2014/8/8,30.0
2014/8/9,30.0
2014/8/10,19.0
2014/8/11,15.0
2014/8/12,21.0
2014/8/13,20.0
2014/8/14,11.0
2014/8/15,11.0
2014/8/16,10.0
2014/8/17,13.0
2014/8/18,11.0
2014/8/19,19.0
2014/8/20,16.0
2014/8/21,25.0
2014/8/22,33.0
2014/8/23,31.0
2014/8/24,12.0
2014/8/25,17.0
2014/8/26,20.0
2014/8/27,24.0
2014/8/28,28.0
2014/8/29,25.0
2014/8/30,26.0
2014/8/31,33.0
2014/9/1,21.0
2014/9/2,19.0
2014/9/3,36.0
2014/9/4,60.0
2014/9/5,56.0
2014/9/6,48.0
2014/9/7,44.0
2014/9/8,24.0
2014/9/9,17.0
2014/9/10,21.0
2014/9/11,17.0
2014/9/12,9.0
2014/9/13,16.0
2014/9/14,20.0
2014/9/15,15.0
2014/9/16,17.0
2014/9/17,20.0
2014/9/18,59.0
2014/9/19,66.0
2014/9/20,45.0
2014/9/21,49.0
2014/9/22,39.0
2014/9/23,31.0
2014/9/24,62.0
2014/9/25,61.0
2014/9/26,50.0
2014/9/27,44.0
2014/9/28,62.0
2014/9/29,67.0
2014/9/30,71.0
2014/4/2,93.0
2014/4/3,85.0
2014/4/4,68.0
2014/4/5,110.0
2014/4/6,111.0
2014/4/7,62.0
2014/4/8,46.0
2014/4/9,30.0
2014/4/10,46.0
2014/4/11,53.0
2014/4/12,71.0
2014/4/13,84.0
2014/4/14,40.0
2014/4/15,25.0
2014/4/16,32.0
2014/4/17,43.0
2014/4/18,53.0
2014/4/19,68.0
2014/4/20,41.0
2014/4/21,48.0
2014/4/22,41.0
2014/4/23,51.0
2014/4/24,64.0
2014/4/25,57.0
2014/4/26,58.0
2014/4/27,56.0
2014/4/28,51.0
2014/4/29,76.0
2014/4/30,74.0
2014/5/1,87.0
2014/5/2,77.0
2014/5/3,52.0
2014/5/4,44.0
2014/5/5,52.0
2014/5/6,52.0
2014/5/7,29.0
2014/5/8,23.0
2014/5/9,19.0
2014/5/10,17.0
2014/5/11,13.0
2014/5/12,8.0
2014/5/13,18.0
2014/5/14,19.0
2014/5/15,24.0
2014/5/16,21.0
2014/5/17,26.0
2014/5/18,29.0
2014/5/19,34.0
2014/5/20,35.0
2014/5/21,33.0
2014/5/22,44.0
2014/5/23,48.0
2014/5/24,34.0
2014/5/25,27.0
2014/5/26,32.0
2014/5/27,31.0
2014/5/28,11.0
2014/5/29,13.0
2014/5/30,29.0
2014/5/31,33.0
2014/6/1,41.0
2014/6/2,40.0
2014/6/3,40.0
2014/6/4,42.0
2014/6/5,19.0
2014/6/6,22.0
2014/6/7,21.0
2014/6/8,34.0
2014/6/9,28.0
2014/6/10,34.0
2014/6/11,51.0
2014/6/12,35.0
2014/6/13,21.0
2014/6/14,16.0
2014/6/15,22.0
2014/6/16,19.0
2014/6/17,33.0
2014/6/18,38.0
2014/6/19,28.0
2014/6/20,9.0
2014/6/21,12.0
2014/6/22,24.0
2014/6/23,17.0
2014/6/27,21.0
2014/6/28,32.0
2014/6/29,24.0
2014/6/30,26.0
2014/1/1,93.0
2014/1/2,116.0
2014/1/3,121.0
2014/1/4,64.0
2014/1/5,79.0
2014/1/6,80.0
2014/1/7,114.0
2014/1/8,89.0
2014/1/9,91.0
2014/1/10,25.0
2014/1/11,68.0
2014/1/12,53.0
2014/1/13,122.0
2014/1/14,112.0
2014/1/15,65.0
2014/1/16,101.0
2014/1/17,127.0
2014/1/18,73.0
2014/1/19,81.0
2014/1/20,88.0
2014/1/21,51.0
2014/1/22,69.0
2014/1/23,107.0
2014/1/24,105.0
2014/1/25,142.0
2014/1/26,157.0
2014/1/27,157.0
2014/1/28,146.0
2014/1/29,130.0
2014/1/30,117.0
2014/1/31,112.0
2014/2/1,100.0
2014/2/2,99.0
2014/2/3,89.0
2014/2/4,96.0
2014/2/5,84.0
2014/2/6,92.0
2014/2/7,69.0
2014/2/8,37.0
2014/2/9,29.0
2014/2/10,37.0
2014/2/11,51.0
2014/2/12,79.0
2014/2/13,64.0
2014/2/14,27.0
2014/2/15,64.0
2014/2/16,35.0
2014/2/17,60.0
2014/2/18,93.0
2014/2/19,105.0
2014/2/20,80.0
2014/2/21,70.0
2014/2/22,52.0
2014/2/23,96.0
2014/2/24,75.0
2014/2/25,113.0
2014/2/26,126.0
2014/2/27,111.0
2014/2/28,88.0
2014/3/1,99.0
2014/3/2,131.0
2014/3/3,110.0
2014/3/4,91.0
2014/3/5,125.0
2014/3/6,127.0
2014/3/7,146.0
2014/3/8,150.0
2014/3/9,141.0
2014/3/10,109.0
2014/3/11,90.0
2014/3/12,115.0
2014/3/13,110.0
2014/3/14,133.0
2014/3/15,89.0
2014/3/16,48.0
2014/3/17,68.0
2014/3/18,69.0
2014/3/19,45.0
2014/3/20,45.0
2014/3/21,63.0
2014/3/22,49.0
2014/3/23,31.0
2014/3/24,57.0
2014/3/25,74.0
2014/3/26,82.0
2014/3/27,64.0
2014/3/28,88.0
2014/3/29,117.0
2014/3/30,135.0
2021/3/31,
2021/2/24,
2020/10/2,
2020/3/31,
2020/4/10,
2019/12/31,
2019/7/16,
2019/9/8,
2019/4/5,
2018/12/31,
2018/10/2,
2017/12/31,
2017/10/15,
2017/9/10,
2017/6/12,
2016/1/26,
2016/1/2,
2015/4/2,
2015/5/8,
2014/12/31,
2014/4/1,
2013/12/31,
2014/3/31,
2017/4/19,
2017/4/20,
2017/4/21,
2017/4/22,
2017/4/23,
2017/4/24,
2017/4/25,
2017/4/26,
2017/4/27,
2017/4/28,
2017/4/29,
2017/4/30,
2017/5/1,
2017/5/2,
2017/5/3,
2017/5/4,
2017/5/5,
2017/5/6,
2017/5/7,
2017/5/8,
2017/5/9,
2017/5/10,
2017/5/11,
2017/5/12,
2017/5/13,
2017/5/14,
2017/5/15,
2017/5/16,
2017/5/17,
2017/5/18,
2017/5/19,
2017/5/20,
2017/5/21,
2017/5/22,
2017/5/23,
2017/5/24,
2017/5/25,
2017/5/26,
2017/5/27,
2017/5/28,
2017/5/29,
2017/5/30,
2017/5/31,
2017/6/1,
2017/6/2,
2017/6/3,
2017/6/4,
2017/6/5,
2017/6/6,
2017/6/7,
2017/6/8,
2017/6/9,
2017/6/10,
2017/6/11,
2015/4/1,
2015/3/23,
2015/3/24,
2015/3/25,
2015/3/26,
2015/3/27,
2015/3/28,
2015/3/29,
2015/3/30,
2015/3/31,
2014/6/24,
2014/6/25,
2014/6/26,
